"cpg","African_American","Asian","Hispanic","White","max_abs_coef","chr","pos","strand","chr_hg38","pos_hg38","Name","UCSC_RefGene_Name","UCSC_RefGene_Group","Relation_to_Island","GencodeBasicV12_NAME","GencodeBasicV12_Group","genic_features","nearest_gene"
"cg09986316",0,0,0,0.276691675682477,0.276691675682477,"chr6",6001118,"-","chr6",6000885,"cg09986316","NRN1","Body","N_Shore","NRN1","3'UTR","hg38_cpg_shores; hg38_genes_introns","51299"
"cg27229823",0,0,0,-0.276170270783371,0.276170270783371,"chr2",105858015,"-","chr2",105241558,"cg27229823","GPR45","TSS200","N_Shore","GPR45","TSS200","hg38_cpg_shores; hg38_genes_promoters","11250"
"cg16594957",-0.275590167892821,0,0,0,0.275590167892821,"chr16",3776135,"-","chr16",3726134,"cg16594957","CREBBP;CREBBP","3'UTR;3'UTR","Island","CREBBP","3'UTR","hg38_cpg_islands; hg38_genes_3UTRs; hg38_genes_exons","1387"
"cg22732636",0,0,0,-0.275271682707751,0.275271682707751,"chr8",13373141,"-","chr8",13515632,"cg22732636","DLC1;DLC1","TSS1500;TSS1500","OpenSea","DLC1;DLC1;DLC1","TSS1500;TSS1500;TSS1500","hg38_cpg_inter; hg38_genes_exons; hg38_genes_introns; hg38_genes_promoters","10395"
"cg04667538",0,-0.273750767289415,0,0,0.273750767289415,"chr2",105372176,"-","chr2",104755718,"cg04667538","","","OpenSea","AC068057.2;AC068057.2;AC068057.2;AC068057.2","1stExon;TSS1500;3'UTR;3'UTR","hg38_cpg_inter; hg38_genes_exons; hg38_genes_introns; hg38_genes_promoters","284998"
"cg11815057",0,0,0,-0.273661197262197,0.273661197262197,"chr1",153670855,"-","chr1",153698379,"cg11815057","","","OpenSea","","","hg38_cpg_inter; hg38_enhancers_fantom",""
"cg26343563",0,0,0,0.27304277811852,0.27304277811852,"chr12",2031546,"-","chr12",1922380,"cg26343563","","","OpenSea","RP5-1096D14.3","5'UTR","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_introns","93589"
"cg25772418",0.272886055672639,0,-0.00155424928464834,0,0.272886055672639,"chr12",131519998,"-","chr12",131035453,"cg25772418","GPR133","Body","S_Shelf","RP11-76C10.2;RP11-76C10.2","3'UTR;1stExon","hg38_cpg_shelves; hg38_genes_exons; hg38_genes_introns","283383"
"cg03605610",0,0,0,0.271883605376886,0.271883605376886,"chr6",41394765,"+","chr6",41427027,"cg03605610","","","N_Shore","","","hg38_cpg_shores",""
"cg05507459",0,0,0,-0.271850802237959,0.271850802237959,"chr9",91148748,"-","chr9",88533833,"cg05507459","NXNL2;NXNL2","TSS1500;TSS1500","N_Shore","NXNL2;NXNL2;NXNL2","TSS1500;TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_promoters","158046"
"cg21474104",0,0,0,-0.271158836768574,0.271158836768574,"chr3",181721674,"+","chr3",182003886,"cg21474104","","","OpenSea","RP11-416O18.1","5'UTR","hg38_cpg_inter; hg38_genes_exons; hg38_genes_introns","100996490"
"cg17368808",0,0,0.270145099396376,0,0.270145099396376,"chr20",9496892,"+","chr20",9516245,"cg17368808","C20orf103","Body","Island","RP5-1119D9.4;LAMP5","TSS1500;ExonBnd","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_introns","101929329; 24141"
"cg10167378",0.270124961624852,0,0,0,0.270124961624852,"chr1",228756711,"-","chr1",228620964,"cg10167378","","","Island","","","hg38_cpg_islands; hg38_genes_1to5kb","100169755; 100169756"
"cg23391107",0,0,0,0.269960144695313,0.269960144695313,"chr17",45924227,"+","chr17",47846861,"cg23391107","SP6","3'UTR","N_Shore","SP6","3'UTR","hg38_cpg_shores; hg38_genes_3UTRs; hg38_genes_exons","80320"
"cg18268041",0.269149747916435,0,0,0,0.269149747916435,"chr14",105659225,"+","chr14",105192888,"cg18268041","","","Island","","","hg38_cpg_islands",""
"cg05251359",0,0,0.268487875440244,0,0.268487875440244,"chr8",144161874,"-","chr8",143080457,"cg05251359","","","OpenSea","RP11-520P18.5;RP11-520P18.5","1stExon;5'UTR","hg38_cpg_inter; hg38_genes_promoters","101928108"
"cg12569497",0,0,0,0.268402577010734,0.268402577010734,"chr6",56112696,"+","chr6",56247898,"cg12569497","COL21A1","TSS1500","S_Shore","COL21A1;COL21A1;COL21A1","TSS200;TSS1500;5'UTR","hg38_cpg_shores; hg38_genes_introns; hg38_genes_promoters","81578"
"cg21545248",0,0,0,0.268259687970398,0.268259687970398,"chr5",149402498,"+","chr5",150022935,"cg21545248","HMGXB3","Body","OpenSea","","","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_introns","22993"
"cg16430428",0,0,-0.267873108738069,0.0971645741184561,0.267873108738069,"chr2",3642847,"+","chr2",3595257,"cg16430428","COLEC11;COLEC11","5'UTR;5'UTR","S_Shore","COLEC11;COLEC11;COLEC11;COLEC11","5'UTR;5'UTR;5'UTR;5'UTR","hg38_cpg_shores; hg38_genes_introns","78989"
"cg10722426",0,0,0,0.267802907098836,0.267802907098836,"chr19",40729157,"+","chr19",40223250,"cg10722426","CNTD2","Body","Island","","","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_3UTRs; hg38_genes_exons","148014; 79935"
"cg04222917",-0.266934627070679,0,0,0,0.266934627070679,"chr6",112021676,"+","chr6",111700473,"cg04222917","FYN;FYN;FYN","Body;Body;Body","OpenSea","FYN","3'UTR","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_introns","2534"
"cg11300147",0.266418944230277,0,0,0,0.266418944230277,"chr12",7596703,"-","chr12",7444107,"cg11300147","CD163L1","1stExon","S_Shelf","CD163L1;CD163L1;CD163L1","1stExon;1stExon;1stExon","hg38_cpg_shelves; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_introns","283316"
"cg22790973",0,0,0.266237299945366,0,0.266237299945366,"chr12",51566990,"-","chr12",51173207,"cg22790973","TFCP2","TSS1500","Island","TFCP2;TFCP2;TFCP2;TFCP2","TSS1500;TSS1500;TSS200;TSS200","hg38_cpg_islands; hg38_genes_promoters","7024"
"cg00632364",0,0,0,-0.266212432685512,0.266212432685512,"chr6",170401305,"-","chr6",170086081,"cg00632364","","","N_Shore","","","hg38_cpg_shores; hg38_genes_1to5kb",""
"cg11735853",0,0,0,0.264942090374785,0.264942090374785,"chr11",2019732,"+","chr11",1998502,"cg11735853","H19","TSS1500","Island","H19;H19;H19;H19;H19;H19;H19;H19","3'UTR;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_introns; hg38_genes_promoters","100033819; 283120"
"cg23108931",0,0,0,0.262970550115514,0.262970550115514,"chr8",105342351,"+","chr8",104330123,"cg23108931","","","Island","","","hg38_cpg_islands",""
"cg07213780",0,0,0,0.262896217090601,0.262896217090601,"chr7",158342600,"+","chr7",158549908,"cg07213780","PTPRN2;PTPRN2;PTPRN2","Body;Body;Body","N_Shore","","","hg38_cpg_shores; hg38_genes_introns","5799"
"cg04495270",0.262821494544601,0,0,0,0.262821494544601,"chr17",17206295,"+","chr17",17302981,"cg04495270","NT5M","TSS1500","N_Shore","NT5M;NT5M","TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_promoters","56953"
"cg03878190",-0.262452682120192,0,0,0.0876394077601989,0.262452682120192,"chr2",220047358,"-","chr2",219182636,"cg03878190","FAM134A","3'UTR","S_Shelf","FAM134A;FAM134A","3'UTR;3'UTR","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_3UTRs; hg38_genes_exons","27013; 79137"
"cg08097417",-0.112139470445822,0,0.262122936622986,0,0.262122936622986,"chr7",130419133,"-","chr7",130734372,"cg08097417","KLF14","TSS1500","Island","KLF14","TSS1500","hg38_cpg_islands; hg38_genes_promoters","136259"
"cg12876533",-0.261737723231475,0,0,0,0.261737723231475,"chr5",1137928,"-","chr5",1137813,"cg12876533","","","OpenSea","","","hg38_cpg_inter",""
"cg13820391",0.261674867601077,0,0,0,0.261674867601077,"chr11",121835505,"+","chr11",121964797,"cg13820391","","","OpenSea","","","hg38_cpg_inter",""
"cg08137948",0.261426892934859,0,0,0,0.261426892934859,"chr1",236686804,"-","chr1",236523504,"cg08137948","LGALS8;LGALS8;LGALS8;LGALS8;LGALS8;LGALS8","5'UTR;1stExon;5'UTR;5'UTR;TSS1500;1stExon","N_Shore","LGALS8;LGALS8;LGALS8-AS1;LGALS8-AS1;LGALS8;LGALS8;LGALS8;LGALS8;LGALS8;LGALS8;LGALS8","TSS1500;TSS1500;1stExon;1stExon;TSS1500;TSS200;1stExon;5'UTR;5'UTR;5'UTR;5'UTR","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_5UTRs; hg38_genes_exons; hg38_genes_introns; hg38_genes_promoters","100287902; 3964"
"cg01203153",-0.261120147428773,0,0,0,0.261120147428773,"chr5",180643432,"+","chr5",181216432,"cg01203153","","","N_Shore","","","hg38_cpg_shores; hg38_genes_introns",""
"cg18833140",0,0,0.261005726185416,0,0.261005726185416,"chr10",115312553,"-","chr10",113552794,"cg18833140","HABP2","TSS1500","OpenSea","HABP2;HABP2;HABP2;HABP2","TSS1500;TSS1500;TSS1500;5'UTR","hg38_cpg_inter; hg38_genes_introns; hg38_genes_promoters","3026"
"cg08558340",0,0,0,0.260669629347756,0.260669629347756,"chr7",100472263,"+","chr7",100874641,"cg08558340","SRRT;SRRT;SRRT;SRRT","TSS1500;TSS1500;TSS1500;TSS1500","N_Shore","SRRT;SRRT;SRRT","TSS1500;TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_promoters","51593"
"cg08336641",-0.260123665416421,0,0,0,0.260123665416421,"chr18",6414602,"+","chr18",6414603,"cg08336641","L3MBTL4","5'UTR","Island","L3MBTL4","5'UTR","hg38_cpg_islands; hg38_genes_introns; hg38_genes_promoters","91133"
"cg07599136",0,-0.260115843309522,0,0,0.260115843309522,"chr5",415885,"-","chr5",415770,"cg07599136","AHRR","Body","OpenSea","AHRR","5'UTR","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_introns","116412618; 57491"
"cg12755421",0.259289796426562,0,0,0,0.259289796426562,"chr11",6342214,"-","chr11",6320984,"cg12755421","PRKCDBP","TSS1500","S_Shore","PRKCDBP;PRKCDBP","TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_introns; hg38_genes_promoters","101927825; 112464"
"cg05369327",0,0,0,0.259224813640335,0.259224813640335,"chr14",95826853,"+","chr14",95360516,"cg05369327","","","Island","","","hg38_cpg_islands",""
"cg24860534",0,0,0,-0.25912235931724,0.25912235931724,"chr1",227506868,"-","chr1",227319167,"cg24860534","CDC42BPA;CDC42BPA","TSS1500;TSS1500","S_Shore","CDC42BPA;CDC42BPA;CDC42BPA","TSS1500;TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_promoters","8476"
"cg11503875",0.223580688516541,0,-0.259081992198011,0,0.259081992198011,"chr22",46285985,"+","chr22",45890105,"cg11503875","","","Island","","","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_introns","107985535"
"cg15195495",0.258844887747627,0,-0.0294490950552417,0,0.258844887747627,"chr19",681420,"+","chr19",681420,"cg15195495","FSTL3","Body","Island","","","hg38_cpg_islands; hg38_genes_5UTRs; hg38_genes_exons","10272"
"cg27070162",0,0,-0.258679194220381,0,0.258679194220381,"chr5",179597526,"+","chr5",180170526,"cg27070162","RASGEF1C","5'UTR","OpenSea","RASGEF1C","5'UTR","hg38_cpg_inter; hg38_genes_introns","255426"
"cg11497526",0,0,0.258398699035602,0,0.258398699035602,"chr17",35902366,"-","chr17",37542264,"cg11497526","SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG","Body;Body;Body;Body;Body;Body;Body","OpenSea","SYNRG","3'UTR","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_exons","11276"
"cg14877637",0,0,-0.257744833190954,0,0.257744833190954,"chr8",104032876,"-","chr8",103020648,"cg14877637","ATP6V1C1","TSS1500","N_Shore","ATP6V1C1;ATP6V1C1;ATP6V1C1;KB-1639H6.2","TSS1500;TSS1500;TSS1500;3'UTR","hg38_cpg_shores; hg38_genes_introns; hg38_genes_promoters","528"
"cg06764173",0.257509789212298,0,0,0,0.257509789212298,"chr16",89632174,"-","chr16",89565766,"cg06764173","","","N_Shore","","","hg38_cpg_shores",""
"cg06098276",0,0,-0.257414114084247,0,0.257414114084247,"chr17",76171208,"+","chr17",78175127,"cg06098276","TK1","Body","OpenSea","","","hg38_cpg_inter; hg38_genes_3UTRs; hg38_genes_exons","7083"
"cg03031959",0,0,0.256757741286337,0,0.256757741286337,"chr9",85677921,"-","chr9",83063006,"cg03031959","RASEF;RASEF","1stExon;5'UTR","Island","RASEF;RASEF;RASEF;RASEF","1stExon;1stExon;5'UTR;5'UTR","hg38_cpg_islands; hg38_genes_5UTRs; hg38_genes_exons; hg38_genes_promoters","158158"
"cg10883621",0,0,0,0.256551640542619,0.256551640542619,"chr2",26624604,"-","chr2",26401736,"cg10883621","C2orf39","TSS200","Island","CCDC164","TSS200","hg38_cpg_islands; hg38_genes_promoters","92749"
"cg06789517",0,0,0,0.256506299414729,0.256506299414729,"chr1",114631962,"+","chr1",114089340,"cg06789517","SYT6","3'UTR","OpenSea","SYT6","3'UTR","hg38_cpg_inter; hg38_genes_3UTRs; hg38_genes_exons","148281"
"cg25303540",0,0,0,0.256330999919684,0.256330999919684,"chr11",119206052,"+","chr11",119335342,"cg25303540","RNF26","1stExon","S_Shore","RNF26","1stExon","hg38_cpg_shores; hg38_genes_exons","79102"
"cg16896687",0,0,-0.255043260386234,0,0.255043260386234,"chr13",20966332,"+","chr13",20392193,"cg16896687","","","Island","","","hg38_cpg_islands",""
"cg03257608",0,0,0.254650023354381,0,0.254650023354381,"chr2",238707021,"-","chr2",237798378,"cg03257608","RBM44","TSS1500","Island","RBM44;RBM44;RBM44","TSS1500;TSS1500;TSS1500","hg38_cpg_islands; hg38_genes_introns; hg38_genes_promoters","375316; 9208"
"cg01439112",-0.0725133914080466,0,0.253904834096731,0,0.253904834096731,"chr3",37904034,"+","chr3",37862543,"cg01439112","CTDSPL;CTDSPL","Body;Body","Island","AC093415.2","TSS1500","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_introns; hg38_genes_promoters","101928153; 10217"
"cg09338136",-0.253510591718624,0,0,0,0.253510591718624,"chr5",344057,"+","chr5",343942,"cg09338136","AHRR","Body","Island","AHRR","5'UTR","hg38_cpg_islands; hg38_genes_3UTRs; hg38_genes_5UTRs; hg38_genes_exons","116412618; 57491"
"cg18912855",0.253149125200256,0,0,0,0.253149125200256,"chr14",105830859,"-","chr14",105364522,"cg18912855","PACS2;PACS2","Body;Body","S_Shore","","","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_introns","23241"
"cg10094358",0,0,0.252475808642176,0,0.252475808642176,"chr6",31127271,"-","chr6",31159494,"cg10094358","TCF19;TCF19;CCHCR1","Body;Body;TSS1500","S_Shore","CCHCR1;CCHCR1;CCHCR1;CCHCR1","TSS1500;TSS1500;TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_exons","54535; 6941"
"cg25433316",0,0,-0.251620987531205,0,0.251620987531205,"chr2",10197543,"-","chr2",10057416,"cg25433316","CYS1","3'UTR","OpenSea","CYS1","3'UTR","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_3UTRs; hg38_genes_exons","192668"
"cg20652464",0,-0.251487303129997,0,0,0.251487303129997,"chr8",752313,"+","chr8",802313,"cg20652464","","","S_Shelf","","","hg38_cpg_shelves; hg38_genes_introns","9228"
"cg13435649",0,0,-0.0327885712265805,0.251295269900638,0.251295269900638,"chr2",182550065,"-","chr2",181685338,"cg13435649","","","S_Shore","AC013733.3","5'UTR","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_exons","375298; 4760"
"cg15537850",0,0,0,-0.250928327732292,0.250928327732292,"chr8",144661051,"+","chr8",143578881,"cg15537850","NAPRT1","TSS1500","S_Shore","RP11-661A12.7;NAPRT1;NAPRT1;NAPRT1","TSS1500;TSS1500;TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_promoters","93100"
"cg22123784",0.250882486891583,0,0,0,0.250882486891583,"chr8",144437507,"+","chr8",143355337,"cg22123784","","","OpenSea","TOP1MT;TOP1MT;TOP1MT","5'UTR;5'UTR;3'UTR","hg38_cpg_inter; hg38_genes_exons; hg38_genes_introns","116447"
"cg27189341",-0.250763001602407,0,0,0,0.250763001602407,"chr16",80966703,"+","chr16",80932806,"cg27189341","","","S_Shore","","","hg38_cpg_shores; hg38_genes_introns","100996425"
"cg15812020",0,0,0,-0.249922086616891,0.249922086616891,"chr13",25506235,"-","chr13",24932097,"cg15812020","LOC646405","Body","Island","","","hg38_cpg_islands; hg38_genes_introns; hg38_genes_promoters","646405"
"cg06917450",-0.0342782301232497,0.249470870547862,0,0,0.249470870547862,"chr1",38156652,"+","chr1",37690980,"cg06917450","C1orf109","TSS1500","N_Shore","C1orf109;C1orf109;CDCA8;CDCA8","3'UTR;TSS1500;TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_introns; hg38_genes_promoters","54955; 55143"
"cg06630425",-0.179291209945361,0,0,0.248118404691851,0.248118404691851,"chr16",818451,"-","chr16",768451,"cg06630425","MSLN;MSLN","Body;Body","OpenSea","","","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_exons","10232; 724032"
"cg18017482",0,0,-0.247202010716004,0,0.247202010716004,"chr1",47915599,"+","chr1",47449927,"cg18017482","","","N_Shore","","","hg38_cpg_shores",""
"cg22038738",-0.246728171081055,0,0,0,0.246728171081055,"chr8",42064673,"-","chr8",42207155,"cg22038738","PLAT;PLAT","5'UTR;5'UTR","OpenSea","PLAT;PLAT;PLAT","5'UTR;5'UTR;5'UTR","hg38_cpg_inter; hg38_genes_introns","5327"
"cg11715858",-0.246722684741447,0,0,0.151781975785151,0.246722684741447,"chr7",1267228,"-","chr7",1227592,"cg11715858","","","N_Shore","","","hg38_cpg_shores",""
"cg21052814",0,0,0.246617454466478,-0.176967521985378,0.246617454466478,"chr15",79328213,"+","chr15",79035871,"cg21052814","RASGRF1;RASGRF1","Body;Body","OpenSea","RASGRF1","3'UTR","hg38_cpg_inter; hg38_genes_introns","5923"
"cg19596297",0,0,0.245991105392096,0,0.245991105392096,"chr3",45021974,"+","chr3",44980482,"cg19596297","EXOSC7;EXOSC7","Body;Body","S_Shelf","EXOSC7","5'UTR","hg38_cpg_shelves; hg38_genes_1to5kb; hg38_genes_introns","23016; 51304; 7123"
"cg08687163",0,0,0,-0.245122663272875,0.245122663272875,"chr3",49940853,"-","chr3",49903420,"cg08687163","MST1R","1stExon","N_Shore","CTD-2330K9.3;MST1R;MST1R;CTD-2330K9.3;CTD-2330K9.2","TSS1500;1stExon;1stExon;TSS1500;5'UTR","hg38_cpg_shores; hg38_genes_exons; hg38_genes_introns; hg38_genes_promoters","4486"
"cg25446191",0,0,0,-0.244806852695738,0.244806852695738,"chr3",170077545,"+","chr3",170359757,"cg25446191","SKIL;SKIL;SKIL;SKIL","5'UTR;5'UTR;5'UTR;1stExon","S_Shore","SKIL;SKIL;SKIL;SKIL;SKIL","5'UTR;5'UTR;5'UTR;5'UTR;1stExon","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_5UTRs; hg38_genes_exons","6498"
"cg15799353",0,0,0,-0.244522554141687,0.244522554141687,"chr20",363112,"+","chr20",382468,"cg15799353","TRIB3","5'UTR","S_Shore","TRIB3;TRIB3;TRIB3","5'UTR;5'UTR;5'UTR","hg38_cpg_shores; hg38_genes_5UTRs; hg38_genes_exons; hg38_genes_introns","57761"
"cg02697989",0,0,-0.243797012673302,0,0.243797012673302,"chr10",1234979,"-","chr10",1189039,"cg02697989","ADARB2","Body","S_Shelf","","","hg38_cpg_shelves; hg38_genes_1to5kb; hg38_genes_introns; hg38_genes_promoters","105; 399706"
"cg26771998",-0.0567703253395754,0,0.243039872278989,0,0.243039872278989,"chr10",75490334,"+","chr10",73730576,"cg26771998","BMS1P4","TSS200","Island","RP11-464F9.1;C10orf102;C10orf102","TSS200;1stExon;5'UTR","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_promoters","113939925; 2749; 729096"
"cg22215678",0,0,-0.241216837325439,0,0.241216837325439,"chr18",19191718,"-","chr18",21611757,"cg22215678","SNRPD1","TSS1500","N_Shore","SNRPD1","TSS1500","hg38_cpg_shores; hg38_genes_promoters","6632"
"cg04057642",0,0,0,-0.241098408828211,0.241098408828211,"chr17",45730222,"+","chr17",47652856,"cg04057642","KPNB1","Body","S_Shelf","KPNB1;KPNB1;KPNB1","5'UTR;ExonBnd;5'UTR","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_5UTRs; hg38_genes_exons","112268184; 3837"
"cg09135529",0,0,0.240950357483769,0,0.240950357483769,"chr11",62448703,"+","chr11",62681231,"cg09135529","","","S_Shelf","","","hg38_cpg_shelves; hg38_genes_1to5kb","51035"
"cg12342675",0,0,-0.240864597536966,0.0626662766084947,0.240864597536966,"chr10",60411127,"+","chr10",58651367,"cg12342675","BICC1","Body","OpenSea","","","hg38_cpg_inter; hg38_genes_introns","80114"
"cg08823113",0,0,-0.240680844778042,0,0.240680844778042,"chr5",1662606,"+","chr5",1662491,"cg08823113","","","N_Shore","","","hg38_cpg_shores",""
"cg01274643",0.24036239477384,0,0,0,0.24036239477384,"chr11",1283946,"-","chr11",1262716,"cg01274643","","","OpenSea","","","hg38_cpg_inter",""
"cg07363637",0,0,0.0540340737498292,-0.240348993989365,0.240348993989365,"chr6",31846996,"-","chr6",31879219,"cg07363637","SLC44A4","TSS200","OpenSea","SLC44A4;SLC44A4;SLC44A4","TSS200;TSS1500;TSS1500","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_introns; hg38_genes_promoters","107986588; 80736"
"cg09258553",0.240315088760515,0,0,0,0.240315088760515,"chr2",241564827,"-","chr2",240625410,"cg09258553","","","S_Shore","GPR35;GPR35;GPR35;GPR35","1stExon;5'UTR;5'UTR;5'UTR","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_introns; hg38_genes_promoters","2859"
"cg00425431",0,0,0,-0.239349995622081,0.239349995622081,"chr15",90792223,"+","chr15",90248991,"cg00425431","TTLL13","TSS1500","N_Shore","TTLL13;RP11-697E2.6","TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_introns; hg38_genes_promoters","440307"
"cg17172683",0,0,0,-0.23894137416638,0.23894137416638,"chr2",133343618,"-","chr2",132586045,"cg17172683","GPR39","Body","S_Shore","","","hg38_cpg_shores; hg38_genes_introns","2863"
"cg27597505",0,-0.238862644091655,0,0,0.238862644091655,"chr12",54148217,"-","chr12",53754433,"cg27597505","","","S_Shelf","RP11-686F15.2;RP11-686F15.2","1stExon;5'UTR","hg38_cpg_shelves; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_introns","102216268; 105378250; 107984525"
"cg06541222",0.238515454787996,0,0,0,0.238515454787996,"chr8",74019754,"+","chr8",73107519,"cg06541222","","","OpenSea","C8orf84","3'UTR","hg38_cpg_inter; hg38_genes_introns","157869"
"cg26224664",0,-0.237828776389025,0,0,0.237828776389025,"chr14",101693935,"-","chr14",101227598,"cg26224664","","","OpenSea","","","hg38_cpg_shelves",""
"cg10312186",0,0,0,-0.23767308045528,0.23767308045528,"chr6",170403583,"+","chr6",170088359,"cg10312186","","","S_Shore","","","hg38_cpg_shores; hg38_genes_exons",""
"cg01614237",0.218465455969052,0,0,-0.237559795029665,0.237559795029665,"chr4",6660771,"-","chr4",6659044,"cg01614237","","","Island","","","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_introns","105374366; 93622"
"cg04101015",0,0,0,-0.237539573161747,0.237539573161747,"chr1",159170275,"-","chr1",159200485,"cg04101015","CADM3;CADM3","Body;Body","OpenSea","CTA-134P22.2;CADM3","3'UTR;5'UTR","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_introns","100131825; 2532; 57863"
"cg07195301",0,0,0.237504998575752,0,0.237504998575752,"chr5",121648993,"-","chr5",122313298,"cg07195301","SNCAIP","5'UTR","S_Shore","SNCAIP;SNCAIP;SNCAIP;SNCAIP;SNCAIP;SNCAIP;SNCAIP","5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_introns","9627"
"cg01603396",-0.236511058451747,0,0,0,0.236511058451747,"chr5",174154199,"+","chr5",174727196,"cg01603396","MSX2","Body","S_Shore","MSX2","3'UTR","hg38_cpg_shores; hg38_genes_introns","4488"
"cg27417997",0.166264100120843,0,-0.236433549636878,0,0.236433549636878,"chr4",77356416,"+","chr4",76435263,"cg27417997","SHROOM3;SHROOM3","1stExon;5'UTR","OpenSea","SHROOM3;SHROOM3","5'UTR;1stExon","hg38_cpg_inter; hg38_genes_5UTRs; hg38_genes_exons; hg38_genes_promoters","57619"
"cg18769074",0,0,0,-0.235488113581259,0.235488113581259,"chr3",133464867,"-","chr3",133746023,"cg18769074","TF","TSS200","N_Shore","TF;TF;TF;TF;TFP1","TSS1500;5'UTR;1stExon;TSS1500;5'UTR","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_introns; hg38_genes_promoters","7018"
"cg15679892",-0.131519131491941,0,0,0.234390823404272,0.234390823404272,"chr7",1267057,"+","chr7",1227421,"cg15679892","","","S_Shore","","","hg38_cpg_shores",""
"cg00321850",0,0,0.23385603509257,0,0.23385603509257,"chr1",175162397,"+","chr1",175193261,"cg00321850","KIAA0040;KIAA0040;KIAA0040;KIAA0040","TSS200;TSS1500;TSS1500;TSS200","S_Shore","KIAA0040;KIAA0040;KIAA0040;KIAA0040;KIAA0040","TSS1500;TSS1500;TSS1500;TSS200;TSS1500","hg38_cpg_shores; hg38_genes_promoters","9674"
"cg05233774",-0.23242552758621,0,0,0,0.23242552758621,"chr12",66192970,"-","chr12",65799190,"cg05233774","RPSAP52","Body","OpenSea","RPSAP52","3'UTR","hg38_cpg_inter; hg38_genes_introns","204010"
"cg02592403",0,0.232284034359628,0,0,0.232284034359628,"chr19",51614910,"-","chr19",51111653,"cg02592403","","","S_Shelf","","","hg38_cpg_shelves; hg38_genes_1to5kb","90353"
"cg20648847",0,0,-0.23197564220887,0,0.23197564220887,"chr11",66326767,"-","chr11",66559296,"cg20648847","ACTN3","Body","Island","CTD-3074O7.2","3'UTR","hg38_cpg_islands; hg38_genes_exons; hg38_genes_introns","89"
"cg05295388",0.231927155849717,0,0,0,0.231927155849717,"chr2",118594304,"-","chr2",117836728,"cg05295388","","","S_Shore","AC009404.2;AC009404.2;AC009404.2","5'UTR;TSS1500;5'UTR","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_introns","107985939"
"cg04386759",0,-0.231781792984563,0,0,0.231781792984563,"chr6",170554795,"+","chr6",170245707,"cg04386759","","","OpenSea","","","hg38_cpg_inter; hg38_genes_introns","154449"
"cg04069472",0,0,0.23171309663466,-0.0274831743181698,0.23171309663466,"chr17",55122988,"+","chr17",57045627,"cg04069472","RNF126P1","Body","Island","RNF126P1","5'UTR","hg38_cpg_islands; hg38_genes_exons","376412"
